sampleName;sampleClass;featureName;featureClass;mzCenter;rtCenter;maxIntensity;integratedIntensity;startRT;endRT
20181010_MLMET0066.d;filter;L_Carnitine;met;161.106;75;17448;17448;63.03;83
20181010_MLMET0075.d;sample;L_Carnitine;met;161.106;75;14121;14121;65.48;85.44
20181010_MLMET0143.d;sample;L_Carnitine;met;161.106;75;6275;6275;65.14;85.11
20181010_MLMET0184.d;sample;L_Carnitine;met;161.106;75;6750;6750;61.99;81.96
20181010_MLMET0122.d;sample;L_Carnitine;met;161.106;75;8004;8004;62.03;82
20181010_MLMET0144.d;filter;L_Carnitine;met;161.106;75;6408;6408;66.11;86.08
20181010_RCY308_control-r002.d;control;L_Carnitine;met;161.106;75;7164;7164;66.17;86.14
20181010_MLMET0074.d;sample;L_Carnitine;met;161.106;75;11447;11447;62.43;82.4
20181010_MLMET0070.d;sample;L_Carnitine;met;161.106;75;13251;13251;62.61;82.58
20181010_MLMET0161.d;sample;L_Carnitine;met;161.106;75;6337;6337;63.04;83.01
20181010_MLMET0068.d;sample;L_Carnitine;met;161.106;75;16499;16499;63.43;83.4
20181010_MLMET0096.d;sample;L_Carnitine;met;161.106;75;14037;14037;62.15;82.12
20181010_MLMET0119.d;sample;L_Carnitine;met;161.106;75;11580;11580;62.36;82.33
20181010_MLMET0069.d;sample;L_Carnitine;met;161.106;75;14796;14796;64.75;84.72
20181010_MLMET0179.d;filter;L_Carnitine;met;161.106;75;5937;5937;64.63;84.6
20181010_MLMET0092.d;sample;L_Carnitine;met;161.106;75;12178;12178;61.57;81.54
20181010_MLMET0165.d;sample;L_Carnitine;met;161.106;75;7097;7097;61.99;81.96
20181010_MLMET0141.d;sample;L_Carnitine;met;161.106;75;6365;6365;67.15;87.12
20181010_MLMET0167.d;sample;L_Carnitine;met;161.106;75;5994;5994;67.04;87.01
20181010_MLMET0095.d;sample;L_Carnitine;met;161.106;75;16027;16027;62.19;82.16
20181010_MLMET0090.d;filter;L_Carnitine;met;161.106;75;12617;12617;62.38;82.35
20181010_MLMET0117.d;filter;L_Carnitine;met;161.106;75;11347;11347;64.72;84.69
20181010_MLMET0093.d;sample;L_Carnitine;met;161.106;75;9459;9459;64.9;84.87
20181010_MLMET0142.d;sample;L_Carnitine;met;161.106;75;5976;5976;62.45;82.42
20181010_MLMET0097.d;sample;L_Carnitine;met;161.106;75;8803;8803;62.3;82.26
20181010_MLMET0159.d;filter;L_Carnitine;met;161.106;75;6494;6494;65.32;85.29
20181010_MLMET0181.d;sample;L_Carnitine;met;161.106;75;5872;5872;65.06;85.03
20181010_MLMET0138.d;sample;L_Carnitine;met;161.106;75;5952;5952;62.34;82.31
20181010_MLMET0168.d;sample;L_Carnitine;met;161.106;75;6049;6049;62;81.97
20181010_MLMET0183.d;sample;L_Carnitine;met;161.106;75;6326;6326;63.7;83.67
20181010_MLMET0186.d;sample;L_Carnitine;met;161.106;75;7212;7212;63.46;83.43
20181010_all_stds-r001.d;stds;L_Carnitine;met;161.106;75;6006;6006;62.16;82.12
20181010_Blank-r001.d;blank;L_Carnitine;met;161.106;75;6613;6613;62.37;82.33
20181010_MLMET0140.d;sample;L_Carnitine;met;161.106;75;6136;6136;62.84;82.81
20181010_MLMET0094.d;sample;L_Carnitine;met;161.106;75;11938;11938;62.76;82.73
20181010_Blank-r002.d;blank;L_Carnitine;ref;169.127;75;1878;1878;62.58;82.55
20181010_MLMET0144.d;filter;L_Carnitine;ref;169.127;75;1721;1721;62.62;82.59
20181010_MLMET0178.d;filter;L_Carnitine;ref;169.127;75;1852;1852;62.65;82.62
20181010_MLMET0185.d;sample;L_Carnitine;ref;169.127;75;2196;2196;62.76;82.74
20181010_MLMET0137.d;sample;L_Carnitine;ref;169.127;75;1770;1770;62.93;82.9
20181010_MLMET0142.d;sample;L_Carnitine;ref;169.127;75;1537;1537;62.95;82.92
20181010_MLMET0161.d;sample;L_Carnitine;ref;169.127;75;2409;2409;63.04;83.01
20181010_MLMET0136.d;sample;L_Carnitine;ref;169.127;75;1678;1678;63.53;83.5
20181010_MLMET0164.d;sample;L_Carnitine;ref;169.127;75;2114;2114;61.82;81.79
20181010_MLMET0074.d;sample;L_Carnitine;ref;169.127;75;2681;2681;61.43;81.4
20181010_MLMET0072.d;sample;L_Carnitine;ref;169.127;75;2495;2495;62.81;82.77
20181010_MLMET0165.d;sample;L_Carnitine;ref;169.127;75;1775;1775;62.99;82.96
20181010_MLMET0187.d;sample;L_Carnitine;ref;169.127;75;1819;1819;62.71;82.68
20181010_MLMET0098.d;sample;L_Carnitine;ref;169.127;75;1893;1893;62.51;82.48
20181010_MLMET0163.d;sample;L_Carnitine;ref;169.127;75;1949;1949;63.04;83.01
20181010_MLMET0070.d;sample;L_Carnitine;ref;169.127;75;2994;2994;63.11;83.08
20181010_MLMET0118.d;sample;L_Carnitine;ref;169.127;75;1821;1821;62.49;82.45
20181010_MLMET0068.d;sample;L_Carnitine;ref;169.127;75;2887;2887;62.43;82.4
20181010_MLMET0166.d;sample;L_Carnitine;ref;169.127;75;1695;1695;62.98;82.95
20181010_MLMET0159.d;filter;L_Carnitine;ref;169.127;75;2668;2668;62.82;82.79
20181010_MLMET0073.d;sample;L_Carnitine;ref;169.127;75;2873;2873;63.11;83.08
20181010_MLMET0181.d;sample;L_Carnitine;ref;169.127;75;1955;1955;63.07;83.04
20181010_MLMET0075.d;sample;L_Carnitine;ref;169.127;75;2805;2805;62.48;82.45
20181010_MLMET0141.d;sample;L_Carnitine;ref;169.127;75;1731;1731;62.16;82.13
20181010_MLMET0184.d;sample;L_Carnitine;ref;169.127;75;1996;1996;62.49;82.46
20181010_MLMET0117.d;filter;L_Carnitine;ref;169.127;75;1995;1995;62.22;82.19
20181010_MLMET0135.d;filter;L_Carnitine;ref;169.127;75;1637;1637;61.32;81.29
20181010_MLMET0091.d;sample;L_Carnitine;ref;169.127;75;3050;3050;61.43;81.4
20181010_MLMET0182.d;sample;L_Carnitine;ref;169.127;75;1879;1879;62.17;82.14
20181010_MLMET0139.d;sample;L_Carnitine;ref;169.127;75;1958;1958;62.09;82.06
20181010_MLMET0093.d;sample;L_Carnitine;ref;169.127;75;2043;2043;62.41;82.38
20181010_MLMET0121.d;sample;L_Carnitine;ref;169.127;75;1885;1885;62.32;82.29
20181010_MLMET0071.d;sample;L_Carnitine;ref;169.127;75;2590;2590;61.99;81.96
20181010_MLMET0179.d;filter;L_Carnitine;ref;169.127;75;2069;2069;62.13;82.1
20181010_MLMET0090.d;filter;L_Carnitine;ref;169.127;75;2627;2627;62.38;82.35
20181010_MLMET0138.d;sample;L_Carnitine;ref;169.127;75;1545;1545;62.34;82.31
20181010_MLMET0143.d;sample;L_Carnitine;ref;169.127;75;1889;1889;63.15;83.12
20181010_MLMET0186.d;sample;L_Carnitine;ref;169.127;75;1886;1886;62.96;82.93
20181010_all_stds-r001.d;stds;L_Carnitine;ref;169.127;75;2002;2002;61.66;81.63
20181010_MLMET0180.d;sample;L_Carnitine;ref;169.127;75;1714;1714;61.57;81.54
20181010_MLMET0124.d;sample;L_Carnitine;ref;169.127;75;1976;1976;61.41;81.39
20181010_MLMET0120.d;sample;L_Carnitine;ref;169.127;75;1601;1601;61.98;81.95
20181010_MLMET0123.d;sample;L_Carnitine;ref;169.127;75;2130;2130;64.52;84.48
20181010_MLMET0066.d;filter;L_Carnitine;ref;169.127;75;3620;3620;65.03;84.99
20181010_MLMET0125.d;filter;L_Carnitine;ref;169.127;75;1994;1994;62.39;82.36
20181010_all_stds-r002.d;stds;L_Carnitine;ref;169.127;75;1648;1648;62.25;82.22
20181010_MLMET0094.d;sample;L_Carnitine;ref;169.127;75;2075;2075;63.26;83.23
20181010_MLMET0122.d;sample;L_Carnitine;ref;169.127;75;1756;1756;63.53;83.49
20181010_MLMET0067.d;filter;L_Carnitine;ref;169.127;75;3124;3124;61.76;81.73
20181010_MLMET0092.d;sample;L_Carnitine;ref;169.127;75;1953;1953;61.57;81.54
20181010_RCY308_control-r002.d;control;L_Carnitine;ref;169.127;75;17497;17497;63.18;83.14
20181010_MLMET0162.d;sample;L_Carnitine;ref;169.127;75;1907;1907;63.36;83.33
20181010_MLMET0069.d;sample;L_Carnitine;ref;169.127;75;2594;2594;61.26;81.23
20181010_MLMET0089.d;filter;L_Carnitine;ref;169.127;75;2401;2401;61.36;81.33
20181010_MLMET0140.d;sample;L_Carnitine;ref;169.127;75;1480;1480;63.84;83.81
20181010_MLMET0183.d;sample;L_Carnitine;ref;169.127;75;1848;1848;63.7;83.67
20181010_MLMET0096.d;sample;L_Carnitine;ref;169.127;75;1979;1979;61.65;81.62
20181010_MLMET0116.d;filter;L_Carnitine;ref;169.127;75;1886;1886;61.77;81.74
20181010_MLMET0167.d;sample;L_Carnitine;ref;169.127;75;1709;1709;63.05;83.02
20181010_MLMET0097.d;sample;L_Carnitine;ref;169.127;75;1661;1661;63.29;83.26
20181010_MLMET0095.d;sample;L_Carnitine;ref;169.127;75;2375;2375;63.19;83.16
20181010_MLMET0168.d;sample;L_Carnitine;ref;169.127;75;2079;2079;63;82.96
20181010_MLMET0160.d;sample;L_Carnitine;ref;169.127;75;1763;1763;62.32;82.29
20181010_RCY308_control-r001.d;control;L_Carnitine;ref;169.127;75;15783;15783;62.15;82.12
20181010_Blank-r001.d;blank;L_Carnitine;ref;169.127;75;2404;2404;61.87;81.84
20181010_MLMET0119.d;sample;L_Carnitine;ref;169.127;75;1832;1832;61.86;81.83
20181010_MLMET0071.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;7646;7646;271.67;303.62
20181010_MLMET0141.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1029;1029;271.34;303.3
20181010_MLMET0119.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1808;1808;270.04;301.99
20181010_MLMET0095.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;5489;5489;269.87;301.83
20181010_MLMET0068.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;2587;2587;275.61;307.56
20181010_MLMET0163.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1242;1242;275.72;307.67
20181010_MLMET0121.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;3725;3725;274.99;306.94
20181010_MLMET0164.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1349;1349;274.99;306.94
20181010_MLMET0168.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1417;1417;272.67;304.62
20181010_MLMET0185.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;953;953;272.45;304.4
20181010_MLMET0069.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;19146;19146;267.45;299.4
20181010_MLMET0186.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;794;794;267.65;299.6
20181010_MLMET0142.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1399;1399;269.14;301.09
20181010_all_stds-r002.d;stds;4_Hydroxy_L_glutamic_acid;met;162.041;282;1011;1011;268.94;300.89
20181010_MLMET0098.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;7277;7277;270.69;302.64
20181010_MLMET0144.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;943;943;270.8;302.75
20181010_MLMET0139.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;817;817;273.27;305.22
20181010_MLMET0162.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1001;1001;273.04;304.99
20181010_MLMET0125.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;925;925;272.57;304.52
20181010_MLMET0073.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;20084;20084;272.8;304.75
20181010_RCY308_control-r001.d;control;4_Hydroxy_L_glutamic_acid;met;162.041;282;2952;2952;272.33;304.29
20181010_MLMET0070.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;7684;7684;272.79;304.74
20181010_MLMET0117.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;1312;1312;270.4;302.36
20181010_MLMET0167.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1545;1545;270.73;302.68
20181010_MLMET0067.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;1324;1324;273.44;305.39
20181010_MLMET0090.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;3252;3252;273.55;305.5
20181010_MLMET0118.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;3135;3135;270.67;302.62
20181010_MLMET0089.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;2081;2081;270.55;302.5
20181010_MLMET0135.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;918;918;265.5;297.45
20181010_MLMET0123.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;3430;3430;265.71;297.66
20181010_MLMET0094.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;4601;4601;268.94;300.9
20181010_MLMET0184.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1106;1106;269.17;301.13
20181010_all_stds-r001.d;stds;4_Hydroxy_L_glutamic_acid;met;162.041;282;800;800;273.33;305.28
20181010_RCY308_control-r002.d;control;4_Hydroxy_L_glutamic_acid;met;162.041;282;4155;4155;273.36;305.31
20181010_MLMET0075.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;3228;3228;271.16;303.11
20181010_MLMET0120.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1640;1640;271.16;303.11
20181010_MLMET0072.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;19338;19338;273.98;305.93
20181010_MLMET0136.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1603;1603;274.2;306.16
20181010_MLMET0074.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;9219;9219;271.61;303.56
20181010_MLMET0096.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;6482;6482;271.83;303.78
20181010_MLMET0140.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;818;818;274.01;305.97
20181010_MLMET0166.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;693;693;274.16;306.11
20181010_MLMET0137.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1171;1171;272.61;304.56
20181010_MLMET0091.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;3608;3608;272.61;304.56
20181010_MLMET0143.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;973;973;274.32;306.27
20181010_Blank-r001.d;blank;4_Hydroxy_L_glutamic_acid;met;162.041;282;644;644;274.04;305.99
20181010_MLMET0097.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;4949;4949;270.98;302.93
20181010_MLMET0122.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;2445;2445;271.21;303.16
20181010_MLMET0165.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1449;1449;267.18;299.13
20181010_MLMET0159.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;802;802;267.01;298.96
20181010_MLMET0160.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1301;1301;268.01;299.96
20181010_MLMET0187.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1162;1162;267.9;299.85
20181010_MLMET0182.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;789;789;274.84;306.79
20181010_MLMET0178.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;721;721;275.32;307.27
20181010_MLMET0183.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1187;1187;267.88;299.84
20181010_Blank-r002.d;blank;4_Hydroxy_L_glutamic_acid;met;162.041;282;591;591;268.27;300.22
20181010_MLMET0180.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1202;1202;271.75;303.7
20181010_MLMET0138.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1928;1928;271.53;303.48
20181010_MLMET0161.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1295;1295;269.73;301.68
20181010_MLMET0181.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;1198;1198;269.75;301.7
20181010_MLMET0092.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;5685;5685;274.25;306.2
20181010_MLMET0066.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;1393;1393;274.21;306.16
20181010_MLMET0116.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;1388;1388;272.44;304.4
20181010_MLMET0093.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;4460;4460;272.58;304.54
20181010_MLMET0124.d;sample;4_Hydroxy_L_glutamic_acid;met;162.041;282;2477;2477;275.59;307.54
20181010_MLMET0179.d;filter;4_Hydroxy_L_glutamic_acid;met;162.041;282;569;569;275.81;307.76
20181010_MLMET0119.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;9043;9043;268.54;300.49
20181010_MLMET0069.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;107989;107989;268.44;300.4
20181010_MLMET0121.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;94014;94014;270.5;302.45
20181010_MLMET0094.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;109958;109958;270.44;302.39
20181010_MLMET0070.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;250027;250027;272.79;304.74
20181010_MLMET0162.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;19587;19587;272.54;304.49
20181010_Blank-r001.d;blank;4_Hydroxy_L_glutamic_acid;ref;168.055;282;1905;1905;275.54;307.49
20181010_MLMET0144.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;2732;2732;275.79;307.74
20181010_MLMET0166.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;6407;6407;271.16;303.11
20181010_MLMET0163.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;8411;8411;271.23;303.18
20181010_MLMET0185.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;11433;11433;272.45;304.4
20181010_MLMET0135.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;4035;4035;272.49;304.44
20181010_MLMET0067.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;8628;8628;269.94;301.89
20181010_MLMET0124.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;77486;77486;270.1;302.05
20181010_MLMET0071.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;164924;164924;275.66;307.61
20181010_MLMET0118.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;91090;91090;275.66;307.61
20181010_MLMET0123.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;87495;87495;271.7;303.65
20181010_MLMET0068.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;37141;37141;271.61;303.56
20181010_MLMET0089.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;3848;3848;275.04;306.99
20181010_MLMET0184.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;5275;5275;275.16;307.12
20181010_MLMET0141.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;29496;29496;274.84;306.79
20181010_MLMET0120.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;142777;142777;275.15;307.1
20181010_all_stds-r001.d;stds;4_Hydroxy_L_glutamic_acid;ref;168.055;282;1834;1834;273.33;305.28
20181010_MLMET0075.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;136547;136547;273.66;305.61
20181010_MLMET0092.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;93084;93084;271.75;303.7
20181010_MLMET0072.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;96662;96662;271.49;303.44
20181010_MLMET0187.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;6388;6388;273.89;305.84
20181010_MLMET0164.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;15125;15125;273.99;305.94
20181010_all_stds-r002.d;stds;4_Hydroxy_L_glutamic_acid;ref;168.055;282;1807;1807;269.94;301.89
20181010_MLMET0178.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;2322;2322;270.33;302.28
20181010_MLMET0180.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;10243;10243;273.25;305.2
20181010_MLMET0140.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;15759;15759;273.02;304.97
20181010_MLMET0137.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;11316;11316;270.11;302.06
20181010_MLMET0097.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;127275;127275;269.98;301.93
20181010_MLMET0095.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;151034;151034;272.87;304.82
20181010_MLMET0138.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;39402;39402;273.02;304.98
20181010_MLMET0165.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;19816;19816;269.67;301.62
20181010_MLMET0125.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;2515;2515;269.57;301.53
20181010_MLMET0160.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;7871;7871;274.5;306.45
20181010_MLMET0117.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;7620;7620;274.4;306.35
20181010_MLMET0090.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;9494;9494;270.56;302.51
20181010_MLMET0161.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;19682;19682;270.73;302.68
20181010_MLMET0183.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;21978;21978;269.88;301.83
20181010_MLMET0093.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;125396;125396;270.09;302.04
20181010_MLMET0091.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;88064;88064;265.62;297.57
20181010_MLMET0181.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;23725;23725;265.76;297.71
20181010_MLMET0186.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;9032;9032;273.64;305.59
20181010_MLMET0168.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;15208;15208;273.67;305.62
20181010_MLMET0066.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;2807;2807;269.21;301.16
20181010_MLMET0167.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;24319;24319;269.23;301.18
20181010_MLMET0159.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;3553;3553;272.5;304.45
20181010_MLMET0122.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;100334;100334;272.7;304.66
20181010_MLMET0179.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;3573;3573;269.82;301.77
20181010_MLMET0098.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;187588;187588;269.69;301.64
20181010_MLMET0142.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;24264;24264;274.13;306.08
20181010_MLMET0096.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;160621;160621;274.33;306.28
20181010_Blank-r002.d;blank;4_Hydroxy_L_glutamic_acid;ref;168.055;282;1755;1755;271.26;303.21
20181010_RCY308_control-r002.d;control;4_Hydroxy_L_glutamic_acid;ref;168.055;282;3423;3423;270.86;302.81
20181010_MLMET0116.d;filter;4_Hydroxy_L_glutamic_acid;ref;168.055;282;3199;3199;274.94;306.89
20181010_MLMET0182.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;6258;6258;274.84;306.79
20181010_MLMET0143.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;14348;14348;270.83;302.78
20181010_MLMET0139.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;4017;4017;270.78;302.73
20181010_RCY308_control-r001.d;control;4_Hydroxy_L_glutamic_acid;ref;168.055;282;3287;3287;266.34;298.29
20181010_MLMET0073.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;182232;182232;266.81;298.76
20181010_MLMET0074.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;245356;245356;265.62;297.57
20181010_MLMET0136.d;sample;4_Hydroxy_L_glutamic_acid;ref;168.055;282;32540;32540;265.72;297.67
20181010_MLMET0066.d;filter;Indoline_2_carboxylic_acid;met;162.056;808.98;3098;3098;775.94;804.39
20181010_MLMET0159.d;filter;Indoline_2_carboxylic_acid;met;162.056;808.98;1069;1069;776.23;804.69
20181010_MLMET0073.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;5568;5568;783.52;811.97
20181010_MLMET0067.d;filter;Indoline_2_carboxylic_acid;met;162.056;808.98;1796;1796;783.66;812.12
20181010_MLMET0074.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;5660;5660;777.34;805.8
20181010_RCY308_control-r001.d;control;Indoline_2_carboxylic_acid;met;162.056;808.98;1133;1133;777.06;805.52
20181010_MLMET0144.d;filter;Indoline_2_carboxylic_acid;met;162.056;808.98;1546;1546;776.02;804.48
20181010_MLMET0187.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;1199;1199;776.12;804.58
20181010_MLMET0071.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;6460;6460;779.39;807.85
20181010_Blank-r002.d;blank;Indoline_2_carboxylic_acid;met;162.056;808.98;849;849;779.49;807.94
20181010_MLMET0098.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;3326;3326;777.42;805.87
20181010_MLMET0116.d;filter;Indoline_2_carboxylic_acid;met;162.056;808.98;1571;1571;777.67;806.13
20181010_MLMET0137.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;1049;1049;780.83;809.29
20181010_MLMET0120.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;1788;1788;780.38;808.83
20181010_MLMET0139.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;765;765;778.5;806.95
20181010_MLMET0184.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;1204;1204;778.4;806.85
20181010_MLMET0160.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;1370;1370;781.23;809.68
20181010_RCY308_control-r002.d;control;Indoline_2_carboxylic_acid;met;162.056;808.98;1534;1534;781.08;809.53
20181010_MLMET0117.d;filter;Indoline_2_carboxylic_acid;met;162.056;808.98;1769;1769;778.13;806.58
20181010_MLMET0166.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;942;942;777.89;806.34
20181010_MLMET0161.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;1011;1011;780.45;808.9
20181010_MLMET0070.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;5478;5478;780.51;808.97
20181010_MLMET0124.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;1442;1442;778.82;807.27
20181010_all_stds-r002.d;stds;Indoline_2_carboxylic_acid;met;162.056;808.98;3104;3104;778.66;807.12
20181010_MLMET0135.d;filter;Indoline_2_carboxylic_acid;met;162.056;808.98;864;864;781.71;810.17
20181010_MLMET0089.d;filter;Indoline_2_carboxylic_acid;met;162.056;808.98;1946;1946;781.76;810.22
20181010_MLMET0140.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;959;959;778.24;806.7
20181010_MLMET0069.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;6978;6978;778.17;806.62
20181010_MLMET0181.d;sample;Indoline_2_carboxylic_acid;met;162.056;808.98;1252;1252;777.47;805.93
